species_key,pokedex_number,pokemon_name_en,pokemon_name_zh,form_key,form_zh_name,stable_move_key,move_name_en,move_name_zh,learn_method,learn_trigger,learn_condition,starting_pool,wild_pool,partner_pool,tm_enabled,tutor_enabled,bond_required,battle_memory_required,environment_required,story_flag_required,evolution_only,is_enabled,review_status,notes
152,152,Chikorita,菊草葉,,,move_33,Tackle,撞擊,natural,species_default,初始可用招式；菊草葉生成時可作為低等級技能池,yes,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
152,152,Chikorita,菊草葉,,,move_45,Growl,叫聲,natural,species_default,初始可用招式；菊草葉生成時可作為低等級技能池,yes,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
152,152,Chikorita,菊草葉,,,move_75,Razor Leaf,飛葉快刀,natural,species_growth,Lv.6 習得；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
152,152,Chikorita,菊草葉,,,move_77,Poison Powder,毒粉,natural,species_growth,Lv.9 習得；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
152,152,Chikorita,菊草葉,,,move_235,Synthesis,光合作用,natural,species_growth,Lv.12 習得；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
152,152,Chikorita,菊草葉,,,move_115,Reflect,反射壁,natural,species_growth,Lv.17 習得；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
152,152,Chikorita,菊草葉,,,move_345,Magical Leaf,魔法葉,natural,species_growth,Lv.20 習得；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
152,152,Chikorita,菊草葉,,,move_73,Leech Seed,寄生種子,natural,species_growth,Lv.23 習得；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
152,152,Chikorita,菊草葉,,,move_230,Sweet Scent,甜甜香氣,natural,species_growth,Lv.28 習得；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
152,152,Chikorita,菊草葉,,,move_113,Light Screen,光牆,natural,species_growth,Lv.31 習得；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
152,152,Chikorita,菊草葉,,,move_34,Body Slam,泰山壓頂,natural,species_growth,Lv.34 習得；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
152,152,Chikorita,菊草葉,,,move_219,Safeguard,神祕守護,natural,species_growth,Lv.39 習得；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
152,152,Chikorita,菊草葉,,,move_202,Giga Drain,終極吸取,natural,species_growth,Lv.42 習得；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
152,152,Chikorita,菊草葉,,,move_76,Solar Beam,日光束,natural,species_growth,Lv.45 習得；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_202,Giga Drain,終極吸取,evolution,evolution_complete,進化時習得；進化瞬間覺醒的招式,no,yes,yes,no,no,no,no,no,no,yes,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_33,Tackle,撞擊,natural,species_default,初始可用招式；月桂葉生成時可作為低等級技能池,yes,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_39,Tail Whip,搖尾巴,natural,species_default,初始可用招式；月桂葉生成時可作為低等級技能池,yes,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_670,Leafage,樹葉,natural,species_growth,Lv.6 習得；加強等級 9；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_574,Disarming Voice,魅惑之聲,natural,species_growth,Lv.9 習得；加強等級 12；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_75,Razor Leaf,飛葉快刀,natural,species_growth,Lv.12 習得；加強等級 15；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_73,Leech Seed,寄生種子,natural,species_growth,Lv.14 習得；加強等級 17；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_34,Body Slam,泰山壓頂,natural,species_growth,Lv.22 習得；加強等級 25；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_115,Reflect,反射壁,natural,species_growth,Lv.27 習得；加強等級 30；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_219,Safeguard,神祕守護,natural,species_growth,Lv.36 習得；加強等級 39；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_235,Synthesis,光合作用,natural,species_growth,Lv.40 習得；加強等級 43；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_76,Solar Beam,日光束,natural,species_growth,Lv.45 習得；加強等級 48；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_113,Light Screen,光牆,natural,species_growth,Lv.50 習得；加強等級 53；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
153,153,Bayleef,月桂葉,,,move_437,Leaf Storm,飛葉風暴,natural,species_growth,Lv.56 習得；加強等級 59；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
154,154,Meganium,大竺葵,,,move_348,Leaf Blade,葉刃,evolution,evolution_complete,進化時習得；進化瞬間覺醒的招式；加強等級 35,no,yes,yes,no,no,no,no,no,no,yes,yes,gen2_segment_001,
154,154,Meganium,大竺葵,,,move_202,Giga Drain,終極吸取,memory,battle_memory,回憶招式；加強等級 19；可透過回憶或特殊訓練取回,no,yes,yes,no,no,no,yes,no,no,no,yes,gen2_segment_001,
154,154,Meganium,大竺葵,,,move_33,Tackle,撞擊,natural,species_default,初始可用招式；大竺葵生成時可作為低等級技能池,yes,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
154,154,Meganium,大竺葵,,,move_39,Tail Whip,搖尾巴,natural,species_default,初始可用招式；大竺葵生成時可作為低等級技能池,yes,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
154,154,Meganium,大竺葵,,,move_670,Leafage,樹葉,natural,species_growth,Lv.6 習得；加強等級 9；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
154,154,Meganium,大竺葵,,,move_574,Disarming Voice,魅惑之聲,natural,species_growth,Lv.9 習得；加強等級 12；隨個體成長、日常磨練與本能覺醒逐步領悟,no,yes,yes,no,no,no,no,no,no,no,yes,gen2_segment_001,
